timestamp,station_id,line_direction_cid,car1_congestion,car2_congestion,car3_congestion,car4_congestion,car5_congestion,car6_congestion
2025-07-14 22:35:48,BR18,1,1,1,1.0,1.0,0,0
2025-07-14 22:35:22,BR03,1,1,1,1.0,1.0,0,0
2025-07-14 22:35:08,BR05,2,1,1,1.0,1.0,0,0
2025-07-14 22:35:04,BR13,2,1,1,1.0,2.0,0,0
2025-07-14 22:34:53,BR08,1,2,1,1.0,1.0,0,0
2025-07-14 22:34:24,BR02,2,1,1,1.0,1.0,0,0
2025-07-14 22:34:13,BR10,2,2,1,2.0,2.0,0,0
2025-07-14 22:34:04,BR19,1,1,1,1.0,1.0,0,0
2025-07-14 22:33:20,BR22,1,1,1,1.0,1.0,0,0
2025-07-14 22:33:19,BR09,1,2,1,1.0,2.0,0,0
2025-07-14 22:33:17,BR06,1,2,1,1.0,1.0,0,0
2025-07-14 22:33:09,BR04,2,1,1,1.0,1.0,0,0
2025-07-14 22:42:10,BR02,1,1,1,1.0,1.0,0,0
2025-07-14 22:41:33,BR01,1,1,1,1.0,1.0,0,0
2025-07-14 22:41:32,BR08,2,1,1,1.0,1.0,0,0
2025-07-14 22:41:32,BR15,1,1,1,1.0,1.0,0,0
2025-07-14 22:41:20,BR03,2,1,1,1.0,1.0,0,0
2025-07-14 22:40:40,BR03,1,1,1,1.0,1.0,0,0
2025-07-14 22:40:39,BR05,2,1,1,1.0,1.0,0,0
2025-07-14 22:40:37,BR13,2,2,1,2.0,1.0,0,0
2025-07-14 22:40:33,BR24,2,1,1,1.0,1.0,0,0
2025-07-14 22:40:32,BR11,1,1,1,1.0,1.0,0,0
2025-07-14 22:40:31,BR15,2,1,1,1.0,1.0,0,0
2025-07-14 22:39:51,BR02,2,1,1,1.0,1.0,0,0
2025-07-14 22:39:28,BR16,1,1,1,1.0,1.0,0,0
2025-07-14 22:38:50,BR12,1,1,1,1.0,1.0,0,0
2025-07-14 22:38:42,BR06,1,2,2,1.0,1.0,0,0
2025-07-14 22:38:29,BR14,2,1,1,1.0,1.0,0,0
2025-07-14 22:38:29,BR04,2,1,1,1.0,1.0,0,0
2025-07-14 22:47:17,BR08,2,1,1,1.0,1.0,0,0
2025-07-14 22:47:14,BR21,1,1,1,1.0,1.0,0,0
2025-07-14 22:47:13,BR11,2,2,2,1.0,2.0,0,0
2025-07-14 22:47:02,BR13,1,1,1,1.0,1.0,0,0
2025-07-14 22:47:00,BR18,1,1,1,1.0,1.0,0,0
2025-07-14 22:47:00,BR03,2,1,1,1.0,1.0,0,0
2025-07-14 22:46:59,BR15,1,1,1,1.0,1.0,0,0
2025-07-14 22:46:34,BR23,2,1,1,1.0,1.0,0,0
2025-07-14 22:46:25,BR18,2,1,1,1.0,1.0,0,0
2025-07-14 22:46:10,BR03,1,1,1,1.0,1.0,0,0
2025-07-14 22:46:05,BR05,2,1,1,1.0,1.0,0,0
2025-07-14 22:46:00,BR15,2,1,1,1.0,1.0,0,0
2025-07-14 22:45:55,BR08,1,1,1,1.0,1.0,0,0
2025-07-14 22:45:31,BR02,2,1,1,1.0,1.0,0,0
2025-07-14 22:45:30,BR22,1,1,1,1.0,1.0,0,0
2025-07-14 22:45:16,BR19,1,1,1,1.0,1.0,0,0
2025-07-14 22:45:15,BR10,2,1,1,1.0,1.0,0,0
2025-07-14 22:44:51,BR07,2,1,1,1.0,1.0,0,0
2025-07-14 22:44:48,BR01,1,1,1,1.0,1.0,0,0
2025-07-14 22:44:42,BR22,2,1,1,1.0,1.0,0,0
2025-07-14 22:44:40,BR16,1,1,1,1.0,1.0,0,0
2025-07-14 22:44:14,BR17,2,1,1,1.0,1.0,0,0
2025-07-14 22:44:06,BR09,1,2,1,1.0,1.0,0,0
2025-07-14 22:43:56,BR04,2,1,1,1.0,1.0,0,0
